transaction_id,account_id,branch_id,transaction_amount_vnd,transaction_hour,transaction_timestamp,location_city,device_id,biometric_failure_count,transaction_frequency_5min,total_loans_vnd,num_transactions,npl_flag,total_deposits_vnd,transaction_fees_vnd,is_fraud,fraud_type
TXN_00000048,ACC_001303,4,613485.8431397541,18,2025-06-27T18:32:22.147395,Hai Phong,DEV_19780,0,1,361195.8443873803,430,False,537811.5092875393,537.8115092875393,False,normal
TXN_00000049,ACC_004367,8,52823.592060826835,18,2025-06-27T18:32:22.147395,Nha Trang,DEV_39223,0,15,2686534.4810108338,964,False,1520156.1016598318,2641.179603041342,True,fee_manipulation
TXN_00000050,ACC_002510,2,897237.2459992319,18,2025-06-27T18:32:22.147395,Da Nang,DEV_49741,0,1,307013.32385699276,62,False,532247.8638607496,532.2478638607497,False,normal
TXN_00000051,ACC_002594,1,191273.3431077962,18,2025-06-27T18:32:22.147395,Hai Phong,DEV_10896,0,1,1617660.9441883801,360,False,282224.5480406627,282.22454804066274,False,normal
TXN_00000052,ACC_002609,10,9947135.543421172,18,2025-06-27T18:32:22.147395,Da Nang,DEV_42644,2,1,1002244.0562454879,267,False,2809010.49505361,2809.0104950536097,False,normal
TXN_00000053,ACC_002349,6,6029609.507992275,18,2025-06-27T18:32:22.147395,Hai Phong,DEV_29756,0,1,267833.05943426164,160,False,562483.411233216,562.483411233216,False,normal
TXN_00000054,ACC_002558,10,4585321.779339539,18,2025-06-27T18:32:22.147395,Bien Hoa,DEV_11272,0,1,611997.9272508335,99,False,359425.90904367995,359.42590904367995,False,normal
TXN_00000055,ACC_004374,3,351027.2010370687,18,2025-06-27T18:32:22.147395,Nha Trang,DEV_34475,0,1,496294.98419194936,182,False,1021447.8165865332,1021.4478165865332,False,normal
TXN_00000056,ACC_001755,9,117329.65050120663,18,2025-06-27T18:32:22.147395,Ho Chi Minh City,DEV_16290,0,1,382533.66913642717,255,False,73789.77669162572,73.78977669162573,False,normal
TXN_00000057,ACC_004288,10,924216.2605672755,18,2025-06-27T18:32:22.147395,Hue,DEV_23643,0,1,72131.37699064148,243,False,55119703.03086752,55119.70303086752,False,normal
TXN_00000058,ACC_004945,7,1160987.0210155377,18,2025-06-27T18:32:22.147395,Can Tho,DEV_17334,0,1,1716.82316080058,209,False,6410.136869300505,6.410136869300505,False,normal
TXN_00000059,ACC_004513,6,2350106.3199806684,18,2025-06-27T18:32:22.147395,Can Tho,DEV_40629,1,1,178320.3280079077,297,False,456959.7612170937,456.95976121709367,False,normal
TXN_00000060,ACC_002102,4,915690.1400289903,18,2025-06-27T18:32:22.147395,Can Tho,DEV_41992,0,1,2597338.5737559893,479,False,728811.3155230354,728.8113155230353,False,normal
TXN_00000061,ACC_001557,5,23303360.80243776,18,2025-06-27T18:32:22.147395,Can Tho,DEV_34749,0,1,24770.777069081818,308,False,1828672.8163854012,1828.6728163854011,False,normal
TXN_00000062,ACC_004194,3,520972.4343568688,18,2025-06-27T18:32:22.147395,Nha Trang,DEV_18044,0,1,314763.357482641,272,False,38053.4173542732,38.0534173542732,False,normal
TXN_00000063,ACC_004198,2,1919307.695703836,18,2025-06-27T18:32:22.147395,Nha Trang,DEV_23617,0,1,10297234.555776052,386,False,416116.58549003256,416.11658549003255,False,normal
TXN_00000064,ACC_002743,10,108986.86346668679,18,2025-06-27T18:32:22.147395,Bien Hoa,DEV_17354,0,1,53342.30613978587,407,False,3061662.630066135,3061.662630066135,False,normal
TXN_00000065,ACC_004243,3,205620.18004801474,18,2025-06-27T18:32:22.147395,Da Nang,DEV_37488,0,1,3243509.138556611,283,False,851614.5606774236,851.6145606774236,False,normal
TXN_00000066,ACC_002429,9,58491.54823855348,18,2025-06-27T18:32:22.147395,Da Nang,DEV_44439,0,1,799337.2200193661,296,False,374978.96366838325,374.97896366838324,False,normal
TXN_00000067,ACC_002733,6,95397.32181793048,18,2025-06-27T18:32:22.147395,Can Tho,DEV_35286,0,1,236710.31356288574,350,False,59388.414557644646,59.388414557644644,False,normal
TXN_00000068,ACC_004127,3,885264.9821512419,18,2025-06-27T18:32:22.147395,Ho Chi Minh City,DEV_37110,0,1,91150.26107581145,399,False,5452101.003980855,5452.101003980855,False,normal
TXN_00000069,ACC_004410,2,4553858.183915172,18,2025-06-27T18:32:22.147395,Nha Trang,DEV_27108,0,1,367734.48989147594,231,False,1569321.0196455282,1569.3210196455282,False,normal
TXN_00000070,ACC_004697,9,707735.5012897028,18,2025-06-27T18:32:22.147395,Ho Chi Minh City,DEV_49773,0,1,1328780.8136409603,299,False,4668485.995569672,4668.485995569673,False,normal
TXN_00000071,ACC_004156,1,580181.2614110105,18,2025-06-27T18:32:22.147395,Da Nang,DEV_48381,0,1,132529.1382459296,435,False,522828.2881583539,522.8282881583539,False,normal
TXN_00000072,ACC_004469,1,2710296.557819358,18,2025-06-27T18:32:22.147395,Hue,DEV_17265,0,1,31565.17988870437,477,False,570853.6172571437,570.8536172571437,False,normal
TXN_00000073,ACC_004946,9,252098.60012233353,18,2025-06-27T18:32:22.147395,Nha Trang,DEV_40129,1,1,28649.455643052203,172,False,1260924.7203400843,1260.9247203400844,False,normal
TXN_00000074,ACC_004976,7,1062316.1235057926,18,2025-06-27T18:32:22.147395,Ho Chi Minh City,DEV_17278,0,1,1055335.7721408703,167,False,797834.3927045823,797.8343927045823,False,normal
TXN_00000075,ACC_002790,6,1682708.1379073092,18,2025-06-27T18:32:22.147395,Ho Chi Minh City,DEV_19332,0,1,448695.0140651267,434,False,2661818.0616799193,2661.818061679919,False,normal
TXN_00000076,ACC_002011,4,1519877.7219360336,18,2025-06-27T18:32:22.147395,Can Tho,DEV_29004,0,1,505533.7602254025,244,False,142908.36409551275,142.90836409551275,False,normal
TXN_00000077,ACC_003018,6,10017302.321098601,18,2025-06-27T18:32:22.147395,Nha Trang,DEV_19669,0,1,235503.69765287783,463,True,696899.7751033383,696.8997751033384,False,normal
TXN_00000078,ACC_001953,9,340444557.0628434,3,2025-06-27T18:32:22.147395,Hanoi,DEV_44939,1,17,288068.0520477393,308,True,1313937.4433537985,1313.9374433537985,True,money_laundering
TXN_00000079,ACC_003253,2,1396790.436740185,18,2025-06-27T18:32:22.147395,Hue,DEV_42274,0,1,4039230.068978427,487,False,3862157.9025080055,3862.1579025080055,False,normal
TXN_00000080,ACC_003023,4,1155595.532808456,18,2025-06-27T18:32:22.147395,Da Nang,DEV_22922,0,1,69023.1915557965,167,False,396017.60937454615,396.01760937454617,False,normal
TXN_00000081,ACC_001411,2,257361.38557220658,18,2025-06-27T18:32:22.147395,Nha Trang,DEV_24284,0,1,2603738.789634697,313,False,4183352.299180618,4183.3522991806185,False,normal
TXN_00000082,ACC_004528,10,1976615.0042132866,18,2025-06-27T18:32:22.147395,Hue,DEV_13189,0,1,408177.0169580119,251,False,4064651.4491348774,4064.6514491348776,False,normal
TXN_00000083,ACC_003161,6,5656332.649275274,18,2025-06-27T18:32:22.147395,Bien Hoa,DEV_20131,0,1,376004.7561291026,499,False,130711.1189713615,130.71111897136151,False,normal
TXN_00000084,ACC_002509,10,2034325.6059926536,18,2025-06-27T18:32:22.147395,Bien Hoa,DEV_28285,0,1,505048.869949669,351,False,231774.24421235666,231.77424421235665,False,normal
TXN_00000085,ACC_004198,10,988196.7765874736,18,2025-06-27T18:32:22.147395,Hue,DEV_38873,0,2,191186.1681214806,434,False,574424.2159243989,574.4242159243988,False,normal
TXN_00000086,ACC_004954,3,1469649.8530604683,18,2025-06-27T18:32:22.147395,Nha Trang,DEV_25333,2,1,243469.00522862838,143,False,887475.20204481,887.4752020448101,False,normal
TXN_00000087,ACC_004910,5,618065095.6536154,18,2025-06-27T18:32:22.147395,Can Tho,DEV_NEW_85695,0,1,1557497513.4235501,46,False,5501883.882668707,5501.883882668707,True,loan_fraud
TXN_00000088,ACC_004846,7,215877581.2513778,18,2025-06-27T18:32:22.147395,Bien Hoa,DEV_NEW_81416,0,1,612773906.0908715,2,False,28345.505836899163,28.345505836899164,True,loan_fraud
TXN_00000089,ACC_001160,4,2352838.4947201847,18,2025-06-27T18:32:22.147395,Nha Trang,DEV_29749,0,1,55267.74183823382,162,False,531273.0428642445,531.2730428642445,False,normal
TXN_00000090,ACC_001797,9,601607.0074630387,18,2025-06-27T18:32:22.147395,Da Nang,DEV_42148,0,1,145415.93299980756,436,False,330693.94904989516,330.6939490498952,False,normal
TXN_00000091,ACC_004602,7,5341905.431597902,18,2025-06-27T18:32:22.147395,Hai Phong,DEV_36180,0,1,276579.2067079952,321,False,226471.2192772211,226.4712192772211,False,normal
TXN_00000092,ACC_001305,2,2161770.730871949,18,2025-06-27T18:32:22.148442,Bien Hoa,DEV_11850,0,1,973127.7066898674,436,False,1467114.6311255633,1467.1146311255634,False,normal
TXN_00000093,ACC_001951,10,891971.1984536576,18,2025-06-27T18:32:22.148442,Nha Trang,DEV_22762,0,1,342009.7707953134,404,False,60232.52065335146,60.23252065335146,False,normal
TXN_00000094,ACC_002427,6,540843.6594468063,18,2025-06-27T18:32:22.148442,Nha Trang,DEV_37043,2,1,10655012.588310152,384,False,789461.8722176603,789.4618722176604,False,normal
TXN_00000095,ACC_002084,4,10510895.926662244,18,2025-06-27T18:32:22.148442,Nha Trang,DEV_19625,1,1,3321254.725048147,371,False,399775.7191720353,399.7757191720353,False,normal
TXN_00000096,ACC_004787,4,916312.4191150295,18,2025-06-27T18:32:22.148442,Nha Trang,DEV_40889,0,1,300608.49265294045,53,False,626063.7428967742,626.0637428967742,False,normal
TXN_00000097,ACC_003768,1,552246.4643509809,18,2025-06-27T18:32:22.148442,Nha Trang,DEV_34410,0,1,143804.65425217425,280,False,672199.7354976231,672.1997354976231,False,normal
TXN_00000098,ACC_002717,3,743030.0917337601,18,2025-06-27T18:32:22.148442,Hanoi,DEV_28960,0,1,675317.5772055783,235,False,3672780.284647644,3672.7802846476443,False,normal
TXN_00000099,ACC_002366,3,363981.4729257846,18,2025-06-27T18:32:22.148442,Ho Chi Minh City,DEV_44930,2,1,1675191.5624674389,347,False,705385.8570901721,705.3858570901722,False,normal
TXN_00000100,ACC_001960,10,571442.6477822822,18,2025-06-27T18:32:22.148442,Bien Hoa,DEV_34939,0,1,1339797.842371775,293,False,1465250.575150076,1465.2505751500762,False,normal
TXN_00000101,ACC_003338,2,795809.9360781258,18,2025-06-27T18:32:22.148442,Nha Trang,DEV_10352,0,1,333931.14786008926,440,False,642998.5469224162,642.9985469224162,False,normal
TXN_00000102,ACC_003877,1,131249.16591507278,18,2025-06-27T18:32:22.148442,Hanoi,DEV_24622,2,1,380641.41191402817,393,False,4810595.37993929,4810.59537993929,False,normal
TXN_00000103,ACC_004147,6,873735.2502390457,18,2025-06-27T18:32:22.148442,Bien Hoa,DEV_13069,0,1,278095.44880814163,377,False,229699.96218889306,229.69996218889307,False,normal
TXN_00000104,ACC_001702,10,834569.8168515237,18,2025-06-27T18:32:22.148442,Bien Hoa,DEV_40668,0,1,203914.03538710254,496,False,197430.25243214332,197.43025243214333,False,normal
TXN_00000105,ACC_003020,1,1800893.755450289,18,2025-06-27T18:32:22.148442,Ho Chi Minh City,DEV_23122,1,1,147434.26722726432,167,True,296813.5802422228,296.8135802422228,False,normal
TXN_00000106,ACC_004765,6,847420.2904510895,18,2025-06-27T18:32:22.148442,Ho Chi Minh City,DEV_36433,0,1,127454.7759808007,417,False,1062571.504803201,1062.571504803201,False,normal
TXN_00000107,ACC_002015,4,5738821.379722221,18,2025-06-27T18:32:22.148442,Hanoi,DEV_27483,0,1,604338.6800815109,101,False,534883.9325279441,534.8839325279441,False,normal
TXN_00000108,ACC_003148,8,658832.8515029926,18,2025-06-27T18:32:22.148442,Ho Chi Minh City,DEV_20031,0,1,10780540.278917454,240,False,67282.37543451593,67.28237543451593,False,normal
TXN_00000109,ACC_004274,1,729361.0187259751,18,2025-06-27T18:32:22.148442,Can Tho,DEV_43847,0,1,1130154.6471456222,180,False,765569.6223853382,765.5696223853382,False,normal
TXN_00000110,ACC_002722,7,821183.2926190527,18,2025-06-27T18:32:22.148442,Ho Chi Minh City,DEV_35362,0,1,237274.0777593268,177,False,244599.86001295786,244.59986001295786,False,normal
TXN_00000111,ACC_002973,3,758031.5966151957,18,2025-06-27T18:32:22.148442,Ho Chi Minh City,DEV_48886,0,1,560269.1167205232,56,False,487122.5832269783,487.12258322697835,False,normal
TXN_00000112,ACC_001224,8,5917777.633654055,18,2025-06-27T18:32:22.148442,Ho Chi Minh City,DEV_44710,0,1,472271.97677304293,148,False,50197554.144187815,50197.554144187816,False,normal
TXN_00000113,ACC_004759,7,876104.8861885268,18,2025-06-27T18:32:22.148442,Can Tho,DEV_31690,0,1,74619.04264887901,374,False,205313.14603349182,205.31314603349182,False,normal
TXN_00000114,ACC_004163,8,1645127.226071145,18,2025-06-27T18:32:22.148442,Bien Hoa,DEV_20573,0,1,153632.63114709198,366,False,75615.50430537637,75.61550430537636,False,normal
TXN_00000115,ACC_003191,5,393257.08847221796,18,2025-06-27T18:32:22.148442,Bien Hoa,DEV_23026,0,1,2455906.359131645,119,False,89116.7337272263,89.1167337272263,False,normal
TXN_00000116,ACC_002083,5,1113646.9577866502,18,2025-06-27T18:32:22.148442,Hue,DEV_35638,1,1,237314.4787336852,141,False,4133315.7466178644,4133.3157466178645,False,normal
TXN_00000117,ACC_003396,1,317956.93498860236,18,2025-06-27T18:32:22.148442,Hai Phong,DEV_49832,1,1,813925.8004205569,114,False,1401766.3053634802,1401.7663053634803,False,normal
TXN_00000118,ACC_003269,4,2736275.7598823146,18,2025-06-27T18:32:22.148442,Da Nang,DEV_25776,0,1,609708.3749356321,416,False,1911894.0832302629,1911.8940832302628,False,normal
TXN_00000119,ACC_002417,1,689115.8461212299,18,2025-06-27T18:32:22.148442,Can Tho,DEV_27900,0,1,139198.79291421876,404,False,451950.47813821083,451.9504781382108,False,normal
TXN_00000120,ACC_004520,5,2052822.8712898246,18,2025-06-27T18:32:22.148442,Hue,DEV_41793,0,1,983353.3264728092,58,False,41456.42400674881,41.45642400674881,False,normal
TXN_00000121,ACC_004771,6,326677.88562086446,18,2025-06-27T18:32:22.148442,Da Nang,DEV_23633,0,1,13765.320311302681,269,False,30933.66218333746,30.93366218333746,False,normal
TXN_00000122,ACC_003375,5,2467348.894895381,18,2025-06-27T18:32:22.148442,Can Tho,DEV_33168,0,1,511466.31604441267,404,False,849802.5546198863,849.8025546198863,False,normal
TXN_00000123,ACC_003523,7,3224550.8892053626,18,2025-06-27T18:32:22.148442,Can Tho,DEV_38789,0,1,8786920.589318534,246,False,148541.46487203208,148.5414648720321,False,normal
TXN_00000124,ACC_004192,8,248655.69221526966,18,2025-06-27T18:32:22.148442,Da Nang,DEV_13659,0,1,146513.59748475332,321,False,102055.49643872876,102.05549643872877,False,normal
TXN_00000125,ACC_001018,5,108357.02535651391,18,2025-06-27T18:32:22.148442,Da Nang,DEV_36488,2,1,354570.09384955757,372,False,2271348.48680659,2271.3484868065902,False,normal
TXN_00000126,ACC_001603,2,561964.1945241392,18,2025-06-27T18:32:22.148442,Da Nang,DEV_38914,0,1,141870.7333142268,455,False,50256.33314895982,50.25633314895982,False,normal
TXN_00000127,ACC_004575,4,654364581.4944434,24,2025-06-27T18:32:22.148442,Bien Hoa,DEV_18497,0,23,460750.70568372955,646,False,4627494.020584194,4627.494020584194,True,money_laundering
TXN_00000128,ACC_003259,2,3478965.2702697017,18,2025-06-27T18:32:22.148442,Bien Hoa,DEV_11643,0,1,221401.13097359816,355,False,359714.25492572016,359.7142549257202,False,normal
TXN_00000129,ACC_003063,4,1323817.890756954,18,2025-06-27T18:32:22.148442,Can Tho,DEV_26505,0,1,279072.0602404422,107,False,403867.8454512001,403.8678454512001,False,normal
TXN_00000130,ACC_003500,9,1430211.7016982483,18,2025-06-27T18:32:22.148442,Hai Phong,DEV_39115,0,1,398382.6277055405,166,False,241725.0102436138,241.7250102436138,False,normal
TXN_00000131,ACC_003104,9,1213023.895358512,18,2025-06-27T18:32:22.148442,Can Tho,DEV_30910,0,1,504578.9188917506,307,False,5557279.9733575815,5557.279973357582,False,normal
TXN_00000132,ACC_002150,9,278536.30837154936,18,2025-06-27T18:32:22.148442,Bien Hoa,DEV_47145,0,1,1008036.3116645117,321,False,1390753.6487990522,1390.7536487990524,False,normal
TXN_00000133,ACC_001791,5,114409.13579681402,18,2025-06-27T18:32:22.148442,Hai Phong,DEV_12644,0,1,1935254.224185882,184,False,363781.34329301096,363.781343293011,False,normal
TXN_00000134,ACC_003482,3,2191661.7935767686,18,2025-06-27T18:32:22.148442,Hue,DEV_43843,0,1,496251.53033215774,373,False,186510.64626840845,186.51064626840846,False,normal
TXN_00000135,ACC_003244,4,109013.20950765797,18,2025-06-27T18:32:22.148442,Hue,DEV_17332,2,1,193091.1054063661,64,False,257562.2692897366,257.5622692897366,False,normal
TXN_00000136,ACC_002702,10,200286.87431734012,18,2025-06-27T18:32:22.148442,Bien Hoa,DEV_45764,1,1,2151726.6958421427,236,False,1580604.6123646463,1580.6046123646463,False,normal
TXN_00000137,ACC_003263,1,4920463.916524217,18,2025-06-27T18:32:22.149399,Ho Chi Minh City,DEV_36698,0,1,469389.07939646154,221,True,60469.58835319073,60.46958835319073,False,normal
TXN_00000138,ACC_001468,1,371584.9738738525,18,2025-06-27T18:32:22.149399,Hai Phong,DEV_19070,0,1,416711.9543539309,446,False,32241.018450276973,32.241018450276975,False,normal
TXN_00000139,ACC_003109,2,7709125.522070451,18,2025-06-27T18:32:22.149399,Da Nang,DEV_30245,0,1,84871.51763685443,325,False,70670.1981778927,70.6701981778927,False,normal
TXN_00000140,ACC_004176,9,217584.58684656062,18,2025-06-27T18:32:22.149399,Can Tho,DEV_42869,0,1,254649.94010235555,305,False,310879.3188198109,310.8793188198109,False,normal
TXN_00000141,ACC_001520,8,1221427.440350894,18,2025-06-27T18:32:22.149399,Ho Chi Minh City,DEV_43651,0,1,209477.68997124393,80,False,22067.65319748733,22.067653197487328,False,normal
TXN_00000142,ACC_002765,1,823151.4258077503,18,2025-06-27T18:32:22.149399,Da Nang,DEV_35820,0,1,2922266.9637794886,309,False,463553.4295428532,463.5534295428532,False,normal
TXN_00000143,ACC_002669,2,2205248.4538552677,18,2025-06-27T18:32:22.149399,Hue,DEV_44532,0,1,70895.078921652,494,False,325400.55544975965,325.4005554497597,False,normal
TXN_00000144,ACC_004180,8,361348.08275110164,18,2025-06-27T18:32:22.149399,Can Tho,DEV_36747,0,1,327007.02088615636,271,False,2752062.696075409,2752.0626960754093,False,normal
TXN_00000145,ACC_002074,4,567247.2142145017,18,2025-06-27T18:32:22.149399,Bien Hoa,DEV_48617,0,1,1643144.2673701614,330,False,638447.3859282179,638.447385928218,False,normal
